title,file,guest,challenge,link
#074: Alan Stein Jr. – Pursuing Your Highest Version,_074__Alan_Stein_Jr.___Pursuing_Your_Highest_Version.txt,The guest featured in this particular episode is Alan Stein Jr.,"There isn't a specific challenge mentioned in the provided context from this episode. However, one concept discussed is living in the present moment and focusing on the ""next play mentality."" You could take this as a challenge to apply this mentality in your daily life, breaking down tasks into smaller, manageable steps and focusing on the present moment to achieve your goals.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/074-Alan-Stein-Jr---Pursuing-Your-Highest-Version-e1io1vo
#322: JT Barnett – Seeing The Future,_322__JT_Barnett___Seeing_The_Future.txt,The guest featured in the episode where the challenge is to make a video for self-discovery and growth is JT Barnett.,"The challenge from this episode is to make a video. Take your phone or any device with a camera, turn the camera around, and say something that you've been meaning to say. This could be a message to your younger self, your best friend, your parents, or the ideal person you're trying to become. The goal is to express yourself and take a step towards self-discovery and growth.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/322-JT-Barnett--Seeing-The-Future-e1vique
"#125: Cynthia Thurlow – ER Nurse, Nutrition, & Alcohol-Free",_125__Cynthia_Thurlow___ER_Nurse__Nutrition____Alcohol-Free.txt,The guest featured in this particular episode is Cynthia Thurlow.,"In this context, the challenge is not explicitly mentioned as a specific task or activity. However, the overall theme of the conversation revolves around making small, sustainable changes in one's lifestyle to improve overall health and well-being. The challenge could be interpreted as identifying areas in your life where you can make small, manageable adjustments to create a positive impact on your health and happiness.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/125-Cynthia-Thurlow--ER-Nurse--Nutrition---Alcohol-Free-e1io232
#193: Matt McLeod – You Can Start Over In Any Moment,_193__Matt_McLeod___You_Can_Start_Over_In_Any_Moment.txt,"The guest featured in this particular episode is Matt McCloud, an online fitness coach.","The challenge from this episode is to identify your priorities and values, and then match your actions to those priorities and values consistently. Start small with achievable goals and work on building self-confidence, self-trust, and belief in yourself. Additionally, focus on removing friction between your current actions and your desired actions, and work with yourself, not against yourself. For bigger projects, try dedicating the first hour of each day to your highest priority tasks.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/193-Matt-McLeod--You-Can-Start-Over-In-Any-Moment-e1io1ud
#343: Zach Pogrob – The Cult Of Obsession,_343__Zach_Pogrob___The_Cult_Of_Obsession.txt,The guest in this particular episode is Zach Pogrob.,"The challenge from this episode is to give yourself a ""crucible"" moment, similar to the one at the end of Marine training. Set a date for a week or two from now and dedicate that day to changing the world. This challenge is meant to push you to your limits and help you grow, just like the Marines' crucible experience.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/343-Zach-Pogrob--The-Cult-Of-Obsession-e22gndf
#246: Shervin Shaikh – The Man Living In The Future,_246__Shervin_Shaikh___The_Man_Living_In_The_Future.txt,The guest featured in this particular episode is Shervin.,"There isn't a specific challenge mentioned in the provided context. The conversation revolves around personal growth, changing habits, and making connections with others.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/246-Shervin-Shaikh--The-Man-Living-In-The-Future-e1mfhat
#064: Bilal Zaidi – From Google To Podcasting,_064__Bilal_Zaidi___From_Google_To_Podcasting.txt,The guest featured in this particular episode is Bilal Zaydi.,"The challenge from this episode is to go through the process of asking yourself 10-15 introspective questions to audit what you're good at and what you care about. Then, determine what you can do today to help move you in the right direction, whether it's starting a journal, a podcast, or any other activity that aligns with your passions and strengths. This exercise aims to help you overcome adversity, find inspiration, and surround yourself with people who push you to the next level.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/064-Bilal-Zaidi--From-Google-To-Podcasting-e1io20o
"#009: Dan Go – On Psychedelics, Twitter, Pursuing Your Vision",_009__Dan_Go___On_Psychedelics__Twitter__Pursuing_Your_Vision.txt,The guest featured in this particular episode is Dan Goh.,"There isn't a specific challenge mentioned in this episode. However, based on the conversation, you could create a personal challenge for yourself: Reflect on your own weaknesses and emotions, and try to understand the reasons behind them. Work on improving your empathy and communication skills, and be open to learning from different areas to apply those skills in various aspects of your life.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/009-Dan-Go--On-Psychedelics--Twitter--Pursuing-Your-Vision-e1io20g
#141: Tim Desmond – From Poverty To Helping Others,_141__Tim_Desmond___From_Poverty_To_Helping_Others.txt,The guest featured in this particular episode is Tim Desmond.,"The challenge from this episode is not explicitly mentioned, but it can be inferred as practicing emotional intelligence and compassion in different situations. This includes being present with others, recognizing triggers, and ensuring that everyone's voice is heard and valued in group settings. Additionally, it involves being mindful of one's own emotions and reactions, as well as understanding and empathizing with the experiences of others.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/141-Tim-Desmond--From-Poverty-To-Helping-Others-e1io20a
"#238: Tiago Forte [VIDEO] – A Life of Creativity, Teaching, & Service",_238__Tiago_Forte__VIDEO____A_Life_of_Creativity__Teaching____Service.txt,The guest featured in this particular episode is Tiago Forte.,"I'm sorry, but I cannot provide a specific challenge from this episode as the context provided is a collection of various conversations and topics. If you could provide more information or clarify which challenge you are referring to, I would be happy to help.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/238-Tiago-Forte-VIDEO--A-Life-of-Creativity--Teaching---Service-e1k7hs9
"#156: Grant Taleck – Walking 95,000+ Steps In A Single Day",_156__Grant_Taleck___Walking_95_000__Steps_In_A_Single_Day.txt,The guest featured in this particular episode is Grant Tallick.,"The challenge from this episode is not explicitly mentioned, but it can be inferred as encouraging listeners to find their niche, build a daily habit of walking, and focus on audience-first strategies in their personal or professional lives. The challenge is to be patient, keep going, and take one step at a time while growing in their chosen field or passion.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/156-Grant-Taleck--Walking-95-000-Steps-In-A-Single-Day-e1io257
"#192: Kyle Somersall – Visualization, Meditation, & Shadow Work",_192__Kyle_Somersall___Visualization__Meditation____Shadow_Work.txt,The guest featured in this particular episode is Kyle Somersall.,"I'm sorry, but I cannot provide a specific challenge from this episode as it seems to be a collection of thoughts and experiences shared in a conversation. However, a general challenge that can be derived from the context is to practice self-compassion, self-awareness, and work on personal growth through journaling, understanding triggers, and embracing emotions. Additionally, being present in the moment and making the most out of life can also be considered a challenge.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/192-Kyle-Somersall--Visualization--Meditation---Shadow-Work-e1io22t
#167: Doug Cartwright – The Magic of The Universe,_167__Doug_Cartwright___The_Magic_of_The_Universe.txt,The guest in this particular episode is Doug Cartwright.,"Unfortunately, there isn't enough information provided to determine a specific challenge from this episode. The conversation seems to cover various topics, including personal growth, alignment, and dealing with life's struggles. However, without more context or a specific question, it's difficult to pinpoint a challenge from the episode.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/167-Doug-Cartwright--The-Magic-of-The-Universe-e1io200
"#229: Carter Good – Losing 145 Pounds, Therapy, & Internal Peace",_145__Nate_Schmidt___Why_Slow_Success_Is_Better.txt,The guest featured in this particular episode is Nate Schmidt.,"There isn't a specific challenge mentioned in this episode. However, the context suggests that the challenge is about finding a balance between striving for success and maintaining happiness, as well as having a long-term perspective and enjoying the process. This involves reframing your mindset, taking responsibility, and focusing on personal growth while pursuing your goals.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/229-Carter-Good--Losing-145-Pounds--Therapy---Internal-Peace-e1io1tp
#208: Jakob Greenfeld – Winning The Great Online Game,_208__Jakob_Greenfeld___Winning_The_Great_Online_Game.txt,The guest featured in this particular episode is Jacob Greenfeld.,"The challenge from this episode is not explicitly mentioned, but it can be inferred as the process of self-reflection and asking yourself the question, ""How am I sabotaging myself?"" This challenge encourages you to identify the bottlenecks and obstacles that are preventing you from reaching the next level in your personal or professional life. By acknowledging these self-sabotaging behaviors and understanding why you're doing them, you can work on overcoming them and making real progress.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/208-Jakob-Greenfeld--Winning-The-Great-Online-Game-e1io1tb
